Bus_Stop_Code,Stop_Name
50818,HOUNSLOW BUS STATION
50819,KEW BRIDGE STATION
50820,SPEKE HILL
50821,RAYNERS LANE
50822,AVONDALE ROAD
50823,ASH ROAD
50824,LARKHALL PARK
50825,CENTRAL MIDDLESEX HOSPITAL
50826,FELTHAM STATION # / VICTORIA ROAD
50827,NATIONAL ARMY MUSEUM
50828,RAVENSCOURT GROVE
50829,SALCOMBE ROAD
50830,PURLEY HOSPITAL
50831,KIDBROOKE GROVE
50832,ST GEORGES HOSPITAL
50833,CLEPHANE ROAD
50834,BOW CHURCH
50835,GELDESTON ROAD
50837,RONEO CORNER
50838,LEWISHAM HOSPITAL
50839,GATEWAY SURGICAL CENTRE
50840,CALVERT ROAD
50841,ELMSTEAD LANE
50842,SWYNCOMBE AVENUE
50843,FULHAM CROSS
50844,DE VERE GARDENS
50845,NEW MALDEN STATION #
50846,SYDENHAM RISE
50847,LEYTONSTONE STATION <>
50848,KELLAWAY ROAD
50849,NORTH AVENUE
50850,FAIRHOLME AVENUE
50851,SANDFORD ROAD
50852,CROXTED ROAD / THURLOW PARK ROAD
50853,JENKINS LANE
50854,ETHERIDGE ROAD
50855,ONEGA GATE
50856,KEMP ROAD
50858,OAKLANDS DRIVE
50859,ELMCROFT CRESCENT
50860,WEIGALL ROAD
50861,WINDMILL ROW
50862,HAMMERSMITH BRIDGE ROAD
50863,STIRLING CORNER / BARNET ROAD
50864,LITCHFIELD AVENUE
50865,EAST HALL LANE
50866,OLD BROMPTON ROAD
50867,LANGLAND GARDENS
50868,HESTON HOUSE
50869,HAM STREET
50870,SALTER'S HILL
50871,PINE GARDENS
50872,SOUTHALL TOWN HALL
50873,WATERWORKS CORNER
50874,HOLCOMBE HILL
50875,THE FAIRWAY
50876,BROMLEY NORTH STATION #
50877,OAK LANE
50878,CRESCENT ROAD
50879,NEW BARNET STATION # / STATION ROAD
50880,FINSBURY PARK STATION <> #
50881,FORSYTH GARDENS
50882,CONWAY GARDENS
50883,CHIPPENHAM ROAD
50884,MORDEN HALL ROAD / CENTRAL ROAD
50885,SPRINGFIELD PLACE
50886,BIGGIN HILL AIRPORT / PASSENGER TERMINAL
50887,MUSWELL HILL ROAD
50888,EYNSHAM DRIVE / HARROW MANOR WAY
50889,ROMFORD MARKET
50890,QUEENSBRIDGE ROAD
50891,BAWDSEY AVENUE
50892,SANDFIELD ROAD
50893,JOHN ROAN SCHOOL
50894,CHASE SIDE
50895,BROCKLEY WAY
50896,HAWKSMOOR SCHOOL
50897,BERKELEY SQUARE
50898,CHESHUNT ROAD
50899,ST PETERS CHURCH
50900,PICKFORD LANE / BOWFORD AVENUE
50901,LEINSTER TERRACE
50902,NETLEY ROAD
50903,ACTON OLD TOWN HALL / SALISBURY STREET
50904,ELMERS END STATION # >T<
50905,HAMMERSMITH LIBRARY
50906,PARLIAMENT SQUARE
50907,SHOREDITCH POLICE STATION
50908,SELFRIDGES
50909,NEASDEN STATION <>
50911,THE GREEN SCHOOL
50912,BROOK GREEN
50913,DAGNAM PARK SQUARE
50914,CANN HALL PRIMARY SCHOOL
50915,MORNINGTON CRESCENT STATION <>
50916,LEYTON MILLS
50917,DULWICH WOOD PARK / COLLEGE ROAD
50918,STAMFORD HILL BROADWAY
50919,RONEO CORNER TESCO
50920,BLACKHORSE ROAD STATION <> #
50921,BERKSHIRE GARDENS
50922,RUDOLPH ROAD
50923,ASHFORD STATION #
50925,EAST DULWICH ROAD / PECKHAM RYE
50926,DUNKERY ROAD / RAVENSWORTH ROAD
50927,NORTHUMBERLAND PARK BUS STAND
50928,YEW TREE WAY
50929,STONEBRIDGE PARK STN <> # / POINT PLACE
50930,ROSEMONT ROAD
50932,FAGGS ROAD
50933,SEWARDSTONE ROAD
50934,CHAPEL ROAD
50935,MARKS ROAD
50936,STOCKWELL GARDENS
50938,BARGERY ROAD
50939,DULWICH WOOD PARK / KINGSWOOD DRIVE
50940,ECCLESBOURNE ROAD
50941,ROTHERHITHE STATION <>
50942,RALEIGH DRIVE
50943,BRIDGEN / THE ANCHOR
50944,GARSTON LANE
50945,VALLEY ROAD
50946,QUEENS GATE TERRACE
50947,LYNMOUTH ROAD
50948,ARNHEM WHARF PRIMARY SCHOOL
50949,HARROW ROAD
50950,BROOM ROAD / TEDDINGTON SCHOOL
50951,NORTH ACTON STATION <>
50952,HALE END ROAD
50953,ASHFORD COMMON / BLACK DOG
50954,EVEREST ROAD
50955,BEDFONT ROAD
50956,AVIGNON ROAD / DRAKEFELL ROAD
50957,RUSHDEN GARDENS
50958,BEACONSFIELD ROAD
50960,OXO TOWER
50961,VICARAGE ROAD
50963,EARLS COURT STATION <>
50964,CHISLEHURST COMMON
50965,RODEN STREET
50966,FALCON ROAD
50967,WINDMILL ROAD
50968,PARKSIDE AVENUE
50970,CHEYNE HILL
50971,STONARDS HILL
50972,ROYAL FESTIVAL HALL
50973,HAY CURRIE STREET
50975,EUSTON SQUARE STATION <>
50976,SUTTON COMMON STATION #
50977,WARWICK WAY
50978,VILLIER STREET
50979,SHAFTESBURY AVENUE
50980,ACTON TOWN STATION <>
50982,CASTILLON ROAD
50983,TEDDINGTON LIBRARY
50984,SMITHAM DOWNS ROAD
50985,KENNINGTON ROAD
50986,STRAWBERRY LANE
50987,STATION CRESCENT
50988,PEEL DRIVE
50989,BARKING STATION <> #
50990,ENFIELD CHASE STATION #
50993,BIRCHWOOD AVENUE
50994,LONGLEY ROAD
50995,KEW BRIDGE STATION #
50996,PARSONAGE LANE
50997,CONDUIT STREET / HAMLEYS TOY STORE
50998,ROSS CLOSE
50999,CLIFTON ROAD
51000,PARKSIDE
51001,VERDAYNE GARDENS
51002,PRECINCT ROAD
51003,THE AVENUE
51004,CITY THAMESLINK STN # / LUDGATE CIRCUS
51006,WHITTINGTON WAY
51007,WHIPPS CROSS / WOOD STREET
51008,CONSTABLE CLOSE
51009,HOLLAND PARK STATION <>
51011,CLOCK TOWER INDUSTRIAL ESTATE
51013,BLAKE ROAD
51014,POLLARD ROAD
51015,BRUSHFIELD STREET
51016,PLAISTOW GREEN
51017,KEW BRIDGE
51018,ELIZABETH ROAD
51019,HALL PLACE
51020,SYDENHAM AVENUE
51021,NORMANHURST ROAD
51022,GREAT GUILDFORD STREET
51023,BEACONSFIELD ROAD
51024,COURTLANDS AVENUE
51025,OAKHURST ROAD
51026,MONTAGU ROAD
51027,EDINBURGH COURT
51028,NIGEL ROAD
51029,WHYTELEAFE STATION#
51030,ALSACE ROAD
51031,JACKETS LANE
51032,PALACE GATES ROAD
51033,STAFFORD GARDENS
51034,LOWDEN ROAD / CARNEGIE LIBRARY
51035,SOUTHGATE ASDA
51036,SUTTON STREET
51037,HARBLEDOWN ROAD
51038,FISHERS WAY
51039,BOXOLL ROAD
51040,MILL PLACE
51041,WICK LANE
51042,GROSVENOR ROAD
51043,LINWOOD ROAD
51044,ROWAN DRIVE
51045,FITZJOHN'S AVENUE
51046,ILDERSLY GROVE
51047,ROYAL GARRISON CHURCH
51048,ELMSLIE CLOSE
51049,JERSEY GARDENS
51050,SHOREDITCH CHURCH
51051,KENSAL RISE STATION #
51052,PARK HOUSE
51053,MOUNT PLEASANT
51054,BISHOPSFORD ROAD
51055,STAMFORD ROAD / HEALTH CENTRE
51056,EBURY BRIDGE
51057,WALTHAMSTOW POLICE STATION
51058,BROOKSBY'S WALK
51059,WAYLAND ROAD ESTATE
51060,CHANDLER ROAD
51061,KENNINGTON LANE
51062,HAMPTON ROAD
51063,GALLEYWALL ROAD / SOUTH BERMONDSEY STN#
51064,WALTHAM FOREST TOWN HALL
51065,OLDFIELD CLOSE
51066,LOCK ROAD
51067,YORK WAY / KINGS PLACE
51068,CALONNE ROAD
51069,FREDERICK PLACE
51070,MARLEY CLOSE
51071,SURBITON STATION #
51072,AMERICAN UNIVERSITY
51073,BELMONT STATION # / BRIGHTON ROAD
51074,SUSSEX PLACE
51075,CROFTON SCHOOL
51076,TRINITY CHURCH
51077,ELSTREE & BOREHAMWOOD STATION
51078,DAWSON ROAD
51079,SMITHAM BOTTOM LANE
51080,HURST ROAD
51081,TRESILIAN AVENUE
51083,SHERNHALL STREET
51084,COPPER BEECH CLOSE
51085,TUDOR ROAD
51086,BLOOD TRANSFUSION CENTRE
51087,CROYDON ROAD / WAR MEMORIAL
51088,LONDON ROAD / FIGGE'S MARSH
51089,FALCONWOOD STATION #
51090,LEWISHAM STATION #
51091,SWISS COTTAGE STATION <>
51092,EAST DULWICH POLICE STATION
51093,MILNER ROAD
51094,WAPPING HEALTH CENTRE
51095,ELEPHANT & CASTLE STATION <> #
51096,THREE FISHES
51097,TREMADOC ROAD
51098,CARGO CENTRE
51099,THE TOWER OF LONDON
51100,BALDWYN'S PARK / DARTFORD ROAD
51101,ROCHESTER WAY / WELLING WAY
51102,FOREST ROAD BELL CORNER
51103,LAMBETH TOWN HALL
51104,DUNEDIN ROAD
51105,ACACIA ROAD
51106,CRICKLEWOOD STATION #
51107,ELMFIELD ROAD
51108,CONNAUGHT BRIDGE
51109,LOWER DOWNS ROAD
51110,LAWSON ROAD
51111,ELM TREE CLOSE
51112,WHITTON ROAD
51113,ST RULE STREET
51114,HILLDENE AVENUE SHOPPING CENTRE
51116,MARLOW ROAD
51117,MARBLE HILL PARK/CROWN ROAD
51118,NORTH POLE ROAD
51119,HAROLD HILL COMMUNITY CENTRE
51120,HIGHBURY QUADRANT
51121,WOOLWICH ROAD / CHARLTON LANE
51122,CHARLTON PARK ROAD
51123,SOUTHEND ROAD
51124,NADINE STREET
51125,COURT WOOD LANE / BARDOLPH AVENUE
51126,ORPINGTON STATION #
51127,WOODGRANGE AVENUE
51128,MANOR HOUSE STATION <>
51129,PEMBERTON GARDENS
51130,SOUTH END GREEN
51131,MANOR GATE ROAD
51132,ETTRICK STREET
51133,CROFTON LANE / CROFTON ROAD
51134,HATCH END STATION #
51135,CALLEY DOWN CRESCENT
51136,MALMESBURY ROAD
51137,BOSTON ROAD
51138,NEW ROAD
51139,COTLEIGH ROAD
51140,HAMILTON AVENUE
51141,BEXLEY LANE
51142,THICKET CRESCENT
51143,CHURCH LANE
51144,PALMERS GREEN STATION #
51145,PORTLAND CRESCENT
51146,PAINES BROOK WAY
51147,WELLING STATION #
51148,LOUGHTON STATION <>
51149,MOAT MOUNT PARK
51150,MILLMARSH LANE
51152,ELTHAM HIGH STREET / WELL HALL ROAD
51153,PORTLAND STREET
51154,HA HA ROAD
51155,WESTMINSTER STN <> / PARLIAMENT SQUARE
51156,CLARENDON ROAD
51157,STAR LANE DLR STATION
51158,SHAFTESBURY GARDENS
51159,LEBANON COURT
51160,THESIGER ROAD
51161,NEWMAN COLLEGE / WROTTESLEY ROAD
51162,REGENT PARK
51163,SANDILANDS TRAM STOP >T<
51164,ESSEX ROAD STATION #
51165,ST GEORGE'S CIRCUS
51166,HACKNEY CENTRAL STATION #
51167,COCKFOSTERS STATION <>
51168,PERTH ROAD
51169,SUTTON LANE
51170,WALDEGRAVE ROAD
51171,PADDINGTON STATION <> #
51172,MARTINDALE ROAD
51173,UPTON PARK STATION <>
51174,TOTTENHAM LANE Y M C A
51175,BENHILL ROAD
51176,STATION ROAD
51177,ASHBURTON PARK
51178,HAMPTON ROAD
51179,CHILDS HILL / CRICKLEWOOD LANE
51180,MONTPELIER GARDENS
51181,MERCURY GARDENS
51182,BROOK WAY
51183,ST SAVIOURS & ST OLAVES SCHOOL
51184,GEDGE COURT
51185,CLEMENT ROAD
51186,HAINAULT HOUSE
51187,WEST HATCH MANOR
51189,VERNEY ROAD
51190,MERTON ROAD
51191,NORTH ACTON ROAD
51192,GROVE ROAD
51193,LIDDON ROAD
51194,GLADSTONE ROAD
51195,BENNETTS WAY
51196,WANSTEAD LANE
51198,BROOMFIELD LANE
51199,BURGHILL ROAD
51200,FLANDERS ROAD
51201,PUTNEY HEATH / GREEN MAN
51202,LYNSCOTT WAY
51203,THAMES ROAD
51204,CHASE LANE SCHOOL
51205,BECKTON DLR DEPOT
51206,MULGRAVE ROAD
51207,MATTISON ROAD
51208,ISLEWORTH LIBRARY
51209,CRESWICK ROAD
51210,COLINDALE STATION <>
51212,ST MARGARETS STATION #
51213,NORTH MIDDLESEX HOSPITAL
51214,ABBOTT ROAD
51215,FAIRLAWN SCHOOL
51216,DUNKERY ROAD / MOTTINGHAM ROAD
51217,SELSDON CRESCENT
51218,SPRING LANE
51219,JANET ADEGOKE LEISURE CENTRE
51220,SHY HORSE
51221,MARGERY PARK ROAD
51222,THE QUADRANT
51223,HARROW HIGH SCHOOL
51224,TOOTING STATION #
51225,PINNER PARK AVENUE
51226,ST PETER'S CHURCH
51227,OAKLANDS AVENUE
51228,BLACKHEATH RISE
51230,RECTORY LANE
51231,ST AUBYN'S SCHOOL
51232,PITT CRESCENT
51233,DEERDALE ROAD / ST SAVIOR'S SCHOOL
51234,INMAN ROAD
51235,HATTON CROSS STATION <>
51237,CHISWICK POLICE STATION
51238,ALL SAINTS CHURCH
51239,KENSINGTON CHURCH STREET / HOLLAND ST
51240,GREAT CENTRAL STREET
51241,SANDS END / HAZLEBURY ROAD
51242,ARLINGTON ROAD
51243,BIRCHWOOD AVENUE
51244,ST KATHARINE CREE
51245,HARPS OAK LANE
51246,NORBURY CRESCENT / LONDON ROAD
51248,GRANGE AVENUE
51249,BRANDON GROVES AVENUE
51250,CUBA STREET
51251,NEW COTTAGE FARM
51252,LONDON EYE
51253,PARK PLACE
51254,INVERFORTH HOUSE
51255,ASHBOURNE ROAD
51256,SHAA ROAD
51257,THORNTON HEATH STATION #
51258,MONKHAMS INN
51259,PARK ROAD
51260,BANDON HILL CEMETERY
51261,ST JOHN'S WOOD ROAD
51262,HAYMARKET
51263,CANARY WHARF STATION [DLR]
51264,WOODCROFT PARK
51265,GALLOWS CORNER RETAIL PARK
51266,LANGLEY COURT / SOUTH GATE
51267,WHITMORE CLOSE
51268,STAPLES CORNER
51269,HOWARD ROAD
51270,WINDMILL ROAD
51271,DULWICH ROAD
51272,GRAVEL ROAD
51273,TELFORD WAY
51274,THORNTON HEATH POND / FAIRLANDS AVENUE
51275,COSTONS LANE
51277,GOLDHAWK ROAD STATION <>
51278,TURNPIKE WAY
51279,COURT ROAD / GREEN LANE
51280,MARKET STREET
51281,ELEPHANT & CASTLE / NEWINGTON CAUSEWAY
51283,ASHCHURCH TERRACE
51284,MARNHAM CRESCENT
51285,THE BREWERY
51286,HAWKSMOOR SCHOOL
51287,EMERSON PARK STATION #
51288,HOWBURY LANE / SLADE GREEN STATION
51289,THE GARDENS
51290,MUSCHAMP ROAD
51291,WARMINSTER WAY
51292,BEDDINGTON LANE
51293,STEPNEY GREEN
51294,CHARVILLE LANE ESTATE
51295,CLYDESDALE ROAD
51296,CHATFIELD ROAD
51297,TROWBRIDGE ESTATE
51298,PRATT STREET
51299,SEATON ROAD
51300,CARSHALTON STATION #
51301,LOAMPIT VALE / JERRARD STREET
51302,WINDMILL HILL / ENFIELD WAR MEMORIAL
51303,ADA STREET
51304,GREAT WEST ROAD
51305,DOWNS BRIDGE ROAD
51306,MALLARD PLACE
51307,FINCHLEY ROAD
51308,ROTHBURY ROAD
51309,HOLLYDALE ROAD
51310,CHURSTON DRIVE
51311,TOTTENHAM LANE
51312,AUSTIN ROAD
51313,CENTRAL TERRACE
51314,ST LUKES SQUARE
51315,LYNDHURST ROAD
51316,MARDEN AVENUE
51317,GRAVEL HILL
51318,HOMEBASE
51321,THE NURSERY
51322,STANLEY ROAD
51323,DURHAM STREET
51324,LOWER EDMONTON SCHOOL
51325,EAST STREET
51326,OAKLEIGH ROAD NORTH
51327,HENDON CENTRAL STATION <>
51328,BROOK ROAD
51329,KENILWORTH DRIVE
51331,HYLAND WAY
51332,MUDCHUTE STATION DLR / SPINDRIFT AVENUE
51333,NORTH ROAD
51334,HAREFIELD LIBRARY
51335,BEDFORD HALL
51336,NEW MALDEN / THE FOUNTAIN
51337,RALEIGH GARDENS
51338,COOMBE LANE WEST
51339,DUDLEY ROAD
51340,TRINITY ROAD
51341,KENNINGTON ROAD
51342,LYNCROFT GARDENS
51343,PARK STREET
51344,GLENBOW ROAD
51345,RIEFIELD ROAD / CROWN WOODS SCHOOL
51346,BRIDGE ROAD
51347,ST EDWARD'S COLLEGE
51348,VINES AVENUE
51349,SELFRIDGES
51351,PURLEY WAY / WADDON ROAD
51352,MORPETH STREET
51353,GREAT PORTLAND STREET STATION <>
51354,UXBRIDGE ROAD
51355,ELM ROAD / SIDCUP POLICE STATION
51356,LINKS WAY
51357,FERNBROOK CRESCENT
51358,LINCOLN ROAD
51359,MOUNT MASCAL FARM
51360,WHITE HART LANE
51361,SOUTHAMPTON WAY / PECKHAM ROAD
51362,ST DAVID'S CLOSE
51363,ISLAND GARDENS STATION [DLR]
51364,DITTON ROAD
51365,HOLDERS HILL CRESCENT
51366,WIMBLEDON THEATRE
51367,CHIGWELL ROAD
51368,ASHBURTON AVENUE
51369,BARNES / RED LION
51370,FRANCISCAN ROAD
51371,CRYSTAL PALACE PARADE / COLLEGE ROAD
51372,LIVINGSTON HOSPITAL
51373,MELLOWS PARK
51374,GRAHAM ROAD
51375,GREENFORD BROADWAY
51376,GYPSY CORNER
51378,ALL SAINTS CHURCH
51379,WHITTINGTON HOSPITAL
51380,CANADA SQUARE NORTH
51382,POPHAM CLOSE
51383,FOREST ROAD
51384,BROCKENHURST ROAD
51385,LISTER WALK
51386,WALTHAM CROSS BUS STATION
51387,NORTH CHEAM / QUEEN VICTORIA
51388,ALBION ROAD
51389,WELLING WAY / SHERWOOD ROAD
51390,CHARLBURY CRESCENT
51391,ALDGATE EAST STATION <>
51392,FAIRVIEW INDUSTRIAL PARK
51393,LINKS AVENUE
51394,UFTON ROAD
51395,BENNETT ROAD
51396,THE CLOSE
51397,EPSOM COLLEGE
51398,NEW BARNET SAINSBURY'S
51399,KEW GARDENS ROAD
51400,HAINAULT STREET
51401,BROCKWELL PARK GARDENS
51402,CHURCH CLOSE
51403,FARNBOROUGH HILL / SHIRE LANE
51404,ELLERMAN AVENUE
51406,MORTLAKE BUS STATION
51407,PERTH ROAD
51408,MARVELS LANE / CHINBROOK ROAD
51409,CALEDONIAN ROAD / MARKET ROAD GARDENS
51410,CROWFOOT CLOSE
51411,BERRYDALE ROAD
51412,STEPHENS COURT
51413,MANOR PARK STATION #
51414,MILL FARM CLOSE
51415,ST MARY'S ROAD
51416,THE THAMES RIVIERA
51417,BARING ROAD / COOPERS LANE
51418,BRENTSIDE HIGH SCHOOL
51419,SILVERLEIGH ROAD
51420,MOUNT PLEASANT ROAD
51421,OLDFIELD CLOSE
51422,STUDLEY ROAD
51423,NETHERNE DRIVE
51424,HIGH STREET NORTH
51425,WAVERTREE ROAD
51426,MERTON HIGH STREET / HAYDONS ROAD
51427,PENTON PLACE
51428,BELLENDEN ROAD SCHOOL
51429,OVERBURY AVENUE
51430,HIGHLEVER ROAD
51431,KENNINGTON ROAD / IMPERIAL WAR MUSEUM
51432,CUBITT TOWN SCHOOL
51433,SURREY QUAYS STATION #
51434,DEVONSHIRE ROAD
51435,THE AVENUE
51436,STONEBRIDGE PARK STN <> # / POINT PLACE
51437,COMMERCIAL WAY
51438,RECTORY LANE
51439,CAT HILL CAMPUS
51440,BASCULE BRIDGE
51441,KNOLL ROAD
51442,BRICK LANE
51443,BAMPTON ROAD
51444,THE BULL
51445,WOODMANSTERNE STATION #
51446,ST MATTHEW'S CHURCH
51447,RIPPLESIDE CEMETERY
51448,SEVENOAKS RD / GREEN STREET GREEN
51449,SUTTON HOSPITAL
51450,BORDER ROAD
51451,GROSVENOR GARDENS
51452,MEDFIELD STREET
51453,HIGHLAND CROFT
51454,PERRIN ROAD
51455,BENGAL ROAD
51456,LOWER MARSH LANE
51457,HACKBRIDGE CORNER
51458,OXFORD ROAD
51459,SWAFFIELD ROAD
51460,GIPSY HILL
51461,TWICKENHAM GREEN
51462,WANSTEAD PARK AVENUE
51463,HERMITAGE ROAD
51464,BARKANTINE CLINIC / HUTCHINGS STREET
51465,TRINITY AVENUE / BUSH HILL PARK STATION
51466,ALDGATE BUS STATION
51467,STEVENTON ROAD
51468,LONDON CHEST HOSPITAL
51469,TRINITY STREET / THE ROEBUCK
51470,COULSDON SOUTH STATION #
51472,PARKSIDE DRIVE
51473,SHIRLEY WINDMILL
51474,BIRCH WALK
51475,ALDWYCH
51476,BULLSMOOR LANE / MOLLISON AVENUE
51477,ZIG ZAG ROAD
51478,WAXWELL LANE
51479,PETERGATE
51480,KINGSHILL AVENUE
51481,CHANCERY LANE
51482,UNIVERSITY OF GREENWICH / MANSION SITE
51483,GLOUCESTER ROAD
51484,VANDOME CLOSE
51485,CONDUIT STREET / SAVILE ROW
51486,ST MARGARETS CHURCH
51487,HOLLES STREET
51488,COLVILLE ROAD
51489,HERVEY ROAD
51490,PENINSULAR PARK ROAD
51491,ORCHARD CLOSE
51492,SHELL ROAD / BROOKBANK ROAD
51493,TWIN BRIDGES BUSINESS PARK
51494,SOUTHEND ROAD
51495,TOWNLEY GRAMMAR SCHOOL
51496,FRIMLEY CLOSE
51497,HOMEBASE
51498,GROVE GARDENS
51499,BROWNHILL ROAD
51500,"HOUNSLOW ROAD, HANWORTH"
51501,ANERLEY PARK ROAD / THICKET ROAD
51502,CLAPHAM ROAD / BEDFORD ROAD
51504,SOPWITH WAY
51505,THE NEWLANDS
51506,ST PAUL'S CHURCH
51507,ST ANN'S ROAD
51508,NORTHOVER / SHROFFOLD ROAD
51509,BANDON HILL CEMETERY
51510,KING CHARLES ROAD
51511,LAMBETH PALACE
51512,EAST STREET
51513,ACACIA ROAD
51514,GREEN WRYTHE LANE / WALTHAM ROAD
51516,WESTBURY ROAD
51517,SHEPHERDS BUSH ROAD
51518,BASTON ROAD
51519,BOTWELL COMMON
51520,OXFORD ROAD
51522,OSTLIFFE ROAD
51523,MILL HILL / THE THREE HAMMERS
51524,LENHAM ROAD
51525,SEYMOUR VILLAS
51526,LABURNUM AVENUE
51527,THE POLKA THEATRE
51528,SANDFIELD ROAD
51529,CHRISP STREET MARKET
51530,PECKHAM PARK ROAD
51531,WORLDS END HEALTH CENTRE
51532,CANONBURY STATION # / GROSVENOR AVENUE
51533,TEESDALE GARDENS
51534,SOUTH WOODFORD STATION <>
51535,NORWOOD AVENUE
51536,BRACTON CENTRE
51537,URBAN LEARNING FOUNDATION
51538,UPPER WICKHAM LANE / COTON ROAD
51540,BRENT ROAD
51541,WANDSWORTH TOWN HALL
51542,MAPLE GATE
51543,CLYDESDALE ROAD
51544,HAYESFORD PARK DRIVE
51545,BEXLEY LANE / CLEEVE PARK SCHOOL
51546,WILLIAM PATTEN SCHOOL
51547,HARROW ROAD POLICE STATION
51548,LOXFORD YOUTH CENTRE
51549,CRANFORD LIBRARY / THE PARKWAY
51550,BUNNS LANE BRIDGE
51551,ST GEORGE'S CIRCUS
51552,TAYLOR AVENUE
51553,DARLEY ROAD
51554,MORDEN HALL ROAD / CENTRAL ROAD
51555,PAMS WAY
51556,PLUMSTEAD CORNER / CHURCH MANORWAY
51557,GOLDCREST COMMUNITY CENTRE
51558,MERSTHAM / THE GROVE
51559,NEWMAN ROAD
51560,LYNTON CLOSE
51561,COLES GREEN ROAD
51562,PLENDER STREET
51563,SHACKLEWELL LANE
51564,STATION ROAD / CHASTILIAN ROAD
51565,MARTINS CORNER / VALENCE AVENUE
51566,HERTSMERE CIVIC OFFICES
51567,HAYES LIBRARY
51568,HARLEY STREET
51569,COPLESTONE ROAD
51571,WATERLOO ROAD
51572,SOUTHBOROUGH LANE / BAPTIST CHURCH
51573,ALFRED ROAD
51574,ALL HALLOWS ROAD
51575,OAKWOOD ROAD / ST PAUL'S CHURCH
51576,BRADING ROAD
51577,LOUGHBOROUGH ROAD / HOPTON HOUSE
51578,BROOMFIELD ROAD
51580,KENTON PARK AVENUE
51581,UPPER WOBURN PLACE / EUSTON ROAD
51582,EDGWARE STATION <>
51583,WINDMILL LANE
51584,CORNWALL ROAD
51585,LAUREL AVENUE
51586,PAGE STREET
51587,MERTON ABBEY
51588,GRIFFIN ROAD / BREWERY ROAD
51589,HALSTEAD / MEADWAY
51590,KENNELWOOD CRESCENT
51591,KING GEORGE'S PARK
51592,ROWLEY GREEN ROAD
51593,HAMMERSMITH BUS STATION
51594,HILLDENE AVENUE SHOPPING CENTRE
51595,FAIRGREEN ROAD
51596,ATHENAEUM ROAD
51597,BROOMFIELD STREET
51598,ST MATTHIAS CHURCH
51599,NELSON HOSPITAL
51600,SYDENHAM HILL / BLUEBELL CLOSE
51601,KINGSBURY CIRCLE / THE MALL
51602,JULIAN'S PRIMARY SCHOOL
51603,AUDLEIGH PLACE
51604,NORTH CIRCULAR ROAD
51605,YEOMAN STREET
51606,HENDON CENTRAL STATION <>
51607,JULIEN ROAD
51608,WEST CROSS WAY
51609,KENTON ROAD
51610,ALEXANDER ROAD
51611,MELLOW LANE WEST
51612,LYNTON CLOSE
51613,ST MARY'S CHURCH
51615,KINGSBRIDGE ROAD
51616,WINCHESTER STREET
51617,CRAVEN PARK
51618,LODGE HILL
51619,WHITETHORN AVENUE
51620,OLD CHURCH STREET
51621,BEDDINGTON PARK
51622,DENNINGTON PARK ROAD
51623,WOOLWICH ARSENAL STATION # [DLR]
51624,LALEHAM ROAD
51625,BRIDGE ROAD
51626,SOUTH VIEW CRESCENT
51627,STRATHEDEN ROAD / OLD DOVER ROAD
51628,BRIXTON ROAD / BRIXTON POLICE STATION
51629,TYSSEN PLACE
51630,FURNESS ROAD
51631,ST THOMAS DRIVE
51632,HESSLE GROVE
51633,CHILDS WAY
51634,CLIFTON ROAD
51635,DOVER HOUSE ROAD
51636,RECREATION WAY
51637,HARRIS ACADEMY
51638,CHEAM ROAD / GANDER GREEN LANE
51639,THE CRANE
51640,HINTON ROAD
51641,TOWN LANE
51642,ERSKINE CRESCENT
51643,PRENDERGAST SCHOOL
51644,GREEN LANE
51645,WATERWORKS CORNER
51646,ENVOY AVENUE
51647,WOODFORD GREEN / BROADMEAD ROAD
51648,HARLINGTON COMMUNITY SCHOOL
51649,BEAUFORT PARK
51650,NEW MALDEN HIGH STREET
51651,FINCHLEY ROAD / COLLEGE CRESCENT
51652,BT BUILDING
51653,CALEDONIAN ROAD
51654,MALDEN RUSHETT / THE STAR
51655,STATION PARADE
51656,CLAPHAM SOUTH STATION <>
51657,CEMETERY ROAD
51658,COLHAM ROAD
51659,BANK STATION <> / QUEEN VICTORIA STREET
51660,RUSSELL ROAD
51661,HUME WAY
51662,BUCKINGHAM AVENUE
51663,COURT ROAD / GREEN LANE
51664,EUSTON STATION <>#
51665,SUNNY CRESCENT
51667,SHIP LANE / STAG BREWERY
51668,WEST KENSINGTON STATION <>
51669,DARWIN CLOSE
51670,WEST END LANE
51671,STRATFORD HIGH ST [DLR] / CARPENTERS RD
51672,LONDON ROAD / FIGGE'S MARSH
51673,FINCHLEY ROAD STATION <>
51674,PERIVALE STATION <>
51675,LYON PARK AVENUE
51676,ROUNDSHAW / PHOENIX CENTRE
51677,BORROWDALE AVENUE
51678,ROCHESTER WAY / BROAD WALK
51679,THE GREEN / CARLTON AVENUE WEST
51680,KIERBECK WHARF
51681,WIMBLEDON BUS STATION
51682,LEIGHTON ROAD
51683,DARTFORD STATION #
51684,CROWN LANE SPUR
51685,BATTERSEA DOGS AND CATS HOME
51686,BATTLE OF BRITAIN WAR MEMORIAL
51687,THE FURROWS
51688,ST PAULS ACADEMY
51689,CHRISTCHURCH AVENUE
51691,CLERKENWELL ROAD / ST JOHN STREET
51692,BALFOUR ROAD / CROWFIELD HOUSE
51693,WOODCOTE PARK
51694,MCCARTHY ROAD
51695,GOLF LINKS ESTATE
51696,ST PAULS WAY SCHOOL
51697,CROFTON AVENUE
