Bus_Stop_Code,Stop_Name
72756,PINNER PARK AVENUE
72757,WIMBLEDON BUS STATION
72758,MOUNTVIEW ROAD
72759,THAMES ROAD
72760,LEA BRIDGE ROAD
72761,VAUXHALL BRIDGE ROAD
72762,BIRD IN BUSH ROAD
72763,CLIFTON ROAD
72764,COULSDON SOUTH STATION #
72765,CARISBROOKE ROAD / HERTFORD WAY
72766,WEST CROYDON BUS STATION
72767,REIGATE ROAD / NORK WAY
72768,DOWNE HIGH STREET
72769,CARSHALTON HIGH STREET
72770,PARK ROAD
72771,HATFIELD ROAD
72772,ALTON CLOSE
72773,SUSSEX GARDENS
72774,MEAD WAY / TOLLERS LANE
72775,BEAVERS CRESCENT
72776,STAR ROAD
72777,ORPINGTON HOSPITAL
72778,WEST END LANE
72779,MARSH WALL / HERON QUAY
72780,FARADAY ROAD
72781,RUSH COMMON
72782,NEWBURY ROAD / COMPASS CENTRE
72783,VICARAGE DRIVE
72784,LEYTONSTONE HIGH ROAD / THATCHED HOUSE
72785,BERESFORD AVENUE
72786,FOREST HILL TAVERN
72787,SOUTH END GREEN
72788,HIGHAMS PARK STATION #
72789,BANISTER HOUSE
72790,THERAPIA LANE / CROYDON CEMETERY
72791,FERNS CLOSE
72792,DUNTON ROAD
72793,MARNE AVENUE
72794,GUNNERSBURY AVENUE
72795,TAUNTON ROAD
72797,BECONTREE AVENUE
72798,OXFORD CIRCUS
72799,SOUTHMEAD PRIMARY SCHOOL
72800,ASHMORE ROAD
72801,BATTERSEA HIGH STREET
72803,POVEREST ROAD / CHURCH HILL WOOD
72804,BRENT CROSS SHOPPING CENTRE
72805,BROOKDENE ROAD
72806,SHORTWOOD AVENUE
72807,WESTMINSTER CITY HALL
72808,LAMBETH HOSPITAL
72809,BIRD IN BUSH ROAD
72810,LIVERPOOL STREET STATION <>#
72811,HALDANE ROAD
72812,VERDAYNE AVENUE
72813,PERIVALE LANE
72815,MAYCROSS AVENUE
72816,EVERSLEY AVENUE
72817,BELL ROAD
72818,MONKS ORCHARD ROAD
72819,ROSENDALE ROAD
72820,MEADWAY / CHALDON WAY
72821,GIDEA PARK STATION #
72822,WEST ACTON STATION <>
72823,ROYAL HOSPITAL CHELSEA / LOWER SLOANE ST
72824,ELM ROAD / SIDCUP POLICE STATION
72825,FIVE ELMS SCHOOL
72827,WINCHESTER ROAD
72828,WALTHAM ROAD
72829,MANOR WAY
72830,BIRD IN HAND
72831,STAINES ROAD EAST
72832,WOODBERRY GROVE
72833,PEMBROKE ROAD / ST PETERS CHURCH
72834,BOTANY BAY / THE ROBIN HOOD
72835,HAYES ROAD / HAYES LANE
72836,BRENTFIELD ROAD
72837,RUMBOLD ROAD
72839,HAINAULT ROAD
72841,HAVERING WAY
72842,BLUEBERRY GARDENS
72843,MARY PETERS DRIVE
72844,CAMDEN PARK ROAD
72845,LEATHERHEAD LEISURE CENTRE
72846,RODGERS CLOSE
72847,CROFTON AVENUE
72848,PARKGATE ROAD
72849,KENNEDY CLOSE
72850,WALSINGHAM ROAD
72851,ST MILDREDS ROAD
72852,STAINES ROAD
72853,BEAUMARIS DRIVE
72854,JULIAN'S PRIMARY SCHOOL
72855,WHITE CITY BUS STATION <>
72856,OAK FARM LIBRARY
72857,WOODFORD GREEN / BROADMEAD ROAD
72858,CHURCH ROAD
72859,FOREST HILL STATION # / DEVONSHIRE ROAD
72860,SURBITON SAINSBURY'S
72862,HASLUCK GARDENS
72863,HOUNSLOW HIGH STREET
72864,BEVERLEY ROAD
72865,BREAKSPEARS DRIVE
72866,DAHOMEY ROAD
72867,PECKHAM BUS STATION
72868,BALFOUR ROAD / ATHENAEUM COURT
72869,EDEN WAY
72870,LATCHMERE LANE
72871,WAVERTREE ROAD
72872,ACACIA ROAD
72873,CAMPION CLOSE
72874,NORTHOVER
72875,MELBOURNE ROAD
72876,OLD OAK COMMON RAILWAY DEPOTS
72877,ELEPHANT & CASTLE / NEW KENT ROAD
72879,MARKSBURY AVENUE
72880,THE GRAPES
72881,MANDELA CLOSE
72882,THE DRIVE
72883,ELTHAM CHURCH / COURT YARD
72884,STRAIT ROAD
72885,CHARLES DARWIN SCHOOL
72886,LIMEHOUSE POLICE STATION
72887,CHERTSEY ROAD
72888,NORTH STREET
72889,BREAKSPEAR CREMATORIUM
72890,NIGHTINGALE ROAD
72891,EALING BROADWAY STATION <> #
72892,GEORGE LANE
72893,BIGNOLD ROAD
72895,LODGE GARDENS
72896,CARSHALTON BEECHES STATION #
72897,KIDBROOKE WAY
72898,HEATHFIELD PARK DRIVE
72899,MIDDLETON AVENUE
72900,GROSVENOR CRESCENT
72901,ROCHFORD WAY
72902,POND WALK
72903,MARION RICHARDSON SCHOOL
72904,ALDGATE EAST STATION <>
72905,DALSTON JUNCTION STATION #
72906,GRIFFIN ROAD / BREWERY ROAD
72907,CHESTERTON ROAD
72908,UPPER TULSE HILL
72910,THE TRIANGLE
72911,ST PETER'S CHURCH
72912,ROOKWOOD AVENUE
72913,INMAN ROAD
72914,PRIORY ROAD
72915,AMITY ROAD
72916,FRASER ROAD / BEXLEY ROAD
72917,CROYDON ROAD / ELMERS END ROAD
72918,GEORGE LANE
72919,WOOD LODGE GARDENS
72920,HAZELLVILLE ROAD
72921,GREAT WEST ROAD
72922,SUMMERS LANE
72923,MORLEY AVENUE
72924,COURTENAY AVENUE
72925,CANONS PARK STATION <>
72926,UPPER WOBURN PLACE
72927,HINDES ROAD
72928,NELSON ROAD
72929,HARWOOD TERRACE
72930,GALSWORTHY HOUSE
72931,CLIFFORD ROAD
72932,MITRE WAY / WORMWOOD SCRUBS
72933,APOLLO PLACE
72934,TURKEY STREET STATION #
72935,MARE STREET / WELL STREET
72936,MANSHIP ROAD
72937,ST LEONARD'S CHURCH
72938,COLONIAL ROAD
72939,HAMPTON ROAD EAST
72940,CHAMPION HILL
72941,MARLINGS PARK AVENUE
72942,FELMINGHAM ROAD
72943,MANSFIELD ROAD
72944,CHURCH ROAD
72945,KENSAL GREEN STATION <> #
72946,GEORGE STREET
72947,CHERTSEY ROAD
72948,ASHTON ROAD
72949,TOTTENHAM SPORTS CENTRE
72950,DARCY ROAD
72951,ST MATTHEWS CHURCH
72952,THE RABBITS
72953,MATFIELD CLOSE
72954,VILLAGE WAY / RAYNERS LANE
72955,BEDDINGTON LANE / SEWAGE TREATMENT WORKS
72956,HARLAND ROAD
72957,NORTH CRAY ROAD / VICARAGE ROAD
72958,CHISLEHURST / ASHFIELD LANE
72959,SALVATORIAN COLLEGE
72960,STERN CLOSE
72961,CLIFTON WAY
72962,HOTSPUR ROAD
72963,POUND LANE
72964,ST MARK'S CHURCH
72965,SUTTON ROAD
72966,LONDON BRIDGE STATION # <>
72967,BUCKINGHAM ROAD
72968,FORESTDALE
72969,WYNTON GARDENS
72970,NORTHDOWN CLOSE
72971,NORTHWOOD HEALTH CENTRE
72972,STANMORE CHURCH
72973,YORK AVENUE
72975,ELSTREE & BOREHAMWOOD STATION
72976,KENMORE AVENUE
72977,AVERY HILL / RIEFIELD ROAD
72979,CHATTERIS AVENUE
72980,PRINCESS ALICE
72981,ROYAL LIBERTY SCHOOL
72982,BANSTEAD / MARKS & SPENCER
72983,WOOLWICH COMMON
72984,NORTH POLE ROAD
72985,VANBRUGH PARK / STRATHEDEN ROAD
72986,BLACKFRIARS STN<># / NORTH ENTRANCE
72987,LANGTON RISE
72988,OAKHURST GROVE
72989,WEST WICKHAM AND SHIRLEY BAPTIST CHURCH
72991,JOLLYS LANE
72992,TELFORD AVENUE
72993,NORLAND SQUARE
72994,BROCKLEY JACK
72995,ST MARK'S CHURCH
72996,RODING LANE NORTH
72997,NEW NORTH ROAD
72998,WINSTON CLOSE
73000,NICHOLL STREET
73001,TEDDINGTON LOCK
73002,DORSET ROAD
73003,LIMEHOUSE POLICE STATION
73004,HACKNEY WICK STATION #
73005,CROSSWALL
73006,INGRAM WAY / BRIDGE HOTEL
73007,CRESSIDA ROAD
73008,COLINDALE AVENUE
73009,RAINHAM WAR MEMORIAL
73010,BLENDON TERRACE
73011,BLACKHEATH HOSPITAL
73012,MYRTLE ROAD
73013,WEST HILL SCHOOL
73014,SOUTHBOROUGH LIBRARY
73015,CROSS ROAD
73017,HIGH ROAD EASTCOTE
73018,COLES CRESCENT
73019,ST BRIDE'S AVENUE
73020,ACTON PARK / GREENVIEW CLOSE
73021,STEWART CLOSE
73022,BECKTON DISTRICT PARK
73023,SOMERSET WAYE
73024,WOODSIDE
73025,HORTON CLOSE
73026,HACKNEY DOWNS STATION # / DALSTON LANE
73028,LEA BRIDGE ROAD / BAKERS ARMS
73029,AVENUE PARK ROAD
73030,LINKFIELD ROAD
73031,MILLENNIUM VILLAGE / OVAL SQUARE
73032,WHITE CITY BUS STATION <>
73033,VANBRUGH HILL
73034,VINCENT ROAD / WOOLWICH ARSENAL STATION
73035,BOLTON GARDENS / BROMPTON LIBRARY
73036,KATHERINE ROAD
73038,BLACKWALL TUNNEL / EAST INDIA DOCK ROAD
73039,SOLOMON'S PASSAGE
73040,STONE PARK AVENUE / CHINESE GARAGE
73041,HEATH ROAD / COPTHALL GARDENS
73042,PORTLAND ROAD
73043,EASTCOTE ROAD
73044,PRIMROSE STREET
73045,ROWLANDS AVENUE
73046,KATHERINE ROAD
73047,LATYMER COURT
73048,GALLIONS REACH STATION [DLR]
73049,GALLEYMEAD ROAD
73050,THURLESTONE AVENUE
73051,LOWER ROAD / SURREY QUAYS STATION <>
73052,CLARENDON ROAD
73053,CARLETON ROAD
73055,BELGRAVE AVENUE
73056,POMEROY STREET
73057,SYDENHAM AVENUE
73058,BANK STATION <> / CORNHILL
73059,VAUXHALL CROSS
73060,THE VALE / HENDON WAY
73062,CLAPHAM JUNCTION / THE NORTHCOTE
73063,GATWICK ROAD
73064,ATWATER CLOSE
73065,HAMMELTON ROAD
73066,SHEARWATER CLOSE
73068,ROEHAMPTON VALE ASDA
73069,ST LAURENCE CHURCH
73070,HEVERSHAM ROAD
73071,BEXLEY ROAD / CROWN WOODS SCHOOL
73072,MARYLEBONE STATION <> #
73074,CASTLE WAY
73075,HILLCREST ROAD
73076,PUTNEY HEATH / GREEN MAN
73077,BLENHEIM GROVE
73078,AVENUE ROAD
73079,THE OLD SERGEANT
73080,VICTORIA GATE
73081,BARBICAN STATION <>
73082,MIDDLETON ROAD
73083,CONISTON ROAD
73084,HILLCREST ROAD
73085,OLD PARK RIDINGS
73086,HERON FLIGHT AVENUE
73087,KING GEORGE AVENUE
73088,HERMIT ROAD
73089,MONSELL ROAD
73090,ALEXANDRA PARK
73091,BEDFORD ROAD
73092,AVENUE ROAD
73093,WELLINGTON ROAD SOUTH
73094,ST JOHN'S ROAD / ST GEORGE'S ROAD
73095,TOLLERS LANE / THE CROSSWAYS
73096,VICTORIA WAY
73097,CHEAM STATION #
73098,GORDON HILL
73099,GREAT SOUTH WEST ROAD
73100,TRUBSHAW ROAD
73101,WAVERLEY AVENUE
73102,COLES GREEN ROAD
73103,REGENTS PARK ROAD
73104,MIDDLETON ROAD
73105,FIELD VIEW
73106,LIVERPOOL STREET STATION <> #
73107,GROVE PARK BUS STATION
73108,EDGWARE ROAD STATION <>
73109,NICKELBY CLOSE
73110,FERNHILL STREET
73112,ST MARGARET'S DRIVE
73113,FLORENCE ROAD
73114,WRICKLEMARSH ROAD
73115,WADHAM ROAD
73116,STANBOROUGH CLOSE
73117,ELMERS END GREEN
73118,CLAPHAM COMMON STATION <>
73119,TOBACCO DOCK
73120,CONNAUGHT ROAD
73121,UPTON PARK / GREEN STREET
73122,CULLINGWORTH ROAD
73123,THORN LANE
73124,HALLEY ROAD
73125,HOE STREET
73126,KINGSTON CLOSE
73127,EMERSON PARK SCHOOL
73128,LANGDON WALK
73129,PORCHESTER TERRACE NORTH
73130,LALEHAM ROAD
73131,CLIFFORD ROAD
73132,QUEENSBRIDGE ROAD / DALSTON LANE
73133,BEULAH ROAD
73134,LORDSHIP LANE / WOOD VALE
73135,TORRINGTON PLACE
73136,FAWE PARK ROAD / WANDSWORTH PARK
73137,WANSBECK ROAD
73138,COULSDON COURT ROAD
73139,WHITCHURCH ROAD
73140,PECKHAM 7TH DAY ADVENTIST CHURCH
73141,UPPER RICHMOND ROAD
73142,ROTHERHITHE POLICE STATION
73143,GRIGGS PLACE
73144,BENTON ROAD
73145,ELM PARK ROAD
73146,CAMBERWELL CHURCH ST / CAMBERWELL GRN
73148,RIDDLESDOWN
73149,STATION ROAD / CRESCENT ROAD
73151,MOOR LANE
73152,FETTER LANE
73153,LYNDHURST AVENUE
73154,RENNESS ROAD
73156,ROSEHILL PARK WEST
73157,CHIPPENHAM GARDENS
73158,LEWISHAM ROAD
73159,GALLOWS CORNER RETAIL PARK
73160,SILVERTHORNE ROAD
73161,STANLEY ROAD
73162,HARROW MANORWAY / LENSBURY WAY
73163,WARNDON STREET
73164,ST LUKE'S AVENUE
73165,CARTER DRIVE
73166,BARLBY ROAD
73167,TIBBET'S CORNER
73168,RATHBONE MARKET
73169,CHARLTON STATION # / CHARLTON CHURCH LN
73170,BALLARDS ROAD
73171,BROCKWELL LIDO
73172,MANFRED ROAD
73173,CROYDON FLYOVER
73174,WARREN ROAD
73175,GROSVENOR GARDENS / VICTORIA
73176,STRATH TERRACE
73177,MAPLEHURST CLOSE
73178,GIPSY ROAD
73179,PUMPHOUSE MUSEUM
73180,CLIFTON ROAD
73181,YORKE GATE
73182,PARK PARADE
73183,TRAFALGAR ROAD / PRINCE OF WALES
73184,BERESFORD AVENUE
73185,THE PARKWAY
73186,FIELDWAY TRAM STOP >T<
73187,ASHTON PLAYING FIELDS
73188,ALPHA CLOSE
73189,ROXETH HILL
73190,HARKNESS CLOSE
73191,BUNNS LANE BRIDGE
73192,ARCHWAY STATION <> / HOLLOWAY ROAD
73193,TURNPIKE LANE STATION <>
73195,ST PAUL'S CHURCHYARD
73196,COPPICE PATH
73197,KIDBROOKE STATION # / HENLEY CROSS
73198,ST PETER AND ST PAUL SCHOOL
73199,KIRKDALE / THORPEWOOD AVENUE
73200,SCRUBS LANE
73201,GREEN PARK / CONSTITUTION HILL
73202,KING ALFRED AVENUE
73203,LANGDALE AVENUE
73204,EASTERN AVENUE
73205,BALLARDS ROAD
73206,KITTO ROAD
73207,THE GREENWAY
73209,NEW CITY ROAD
73210,HILTON DOCKLANDS RIVERSIDE HOTEL
73211,ARCHWAY STATION <> / HIGHGATE HILL
73212,WIGHTMAN ROAD
73213,EDEN STREET
73214,CONISTON ROAD
73215,SOUTHALL PARK
73216,DRURY WAY
73218,ACER AVENUE
73219,ELMCOURT ROAD
73220,MAPLEDALE AVENUE
73221,SOUTH CROXTED ROAD
73222,CHRISTCHURCH AVENUE
73223,ELWICK ROAD
73224,BROCKLEY WAY
73225,GOLDERS GREEN STATION <>
73226,WHITTON DENE
73227,KESTON CHURCH
73228,TOOTING BEC STATION <>
73229,EAST DULWICH POLICE STATION
73231,ST MATTHIAS CHURCH
73233,WEST STREET
73234,DOWNS PARK ROAD
73235,ARGALL AVENUE
73236,TRAPS LANE
73237,DRIFT BRIDGE
73238,HILLCREST ESTATE
73239,WEST WICKHAM PLAYING FIELDS
73240,LADBROKE GROVE SAINSBURY'S
73241,NEW SCOTLAND YARD
73242,MORDEN ROAD / SOUTH WIMBLEDON STATION <>
73243,WESTMORELAND TERRACE
73244,MERLIN CRESCENT
73245,MAYPOLE / BO PEEP PUBLIC HOUSE
73246,HOLBORN CIRCUS / FETTER LANE
73247,STOPFORD ROAD
73248,HINCHLEY WOOD SCHOOL
73249,CHARFIELD COURT
73250,ST GEORGE'S / UNIVERSITY OF LONDON
73251,DURLSTON ROAD
73252,ALEXANDRA ROAD
73253,PARK ROAD
73254,LANGTON RISE
73255,THE SIDINGS
73256,BANK STATION <> / THREADNEEDLE STREET
73257,PARKFIELD CRESCENT
73258,ROSLIN ROAD
73259,PONDERS END STATION #
73260,BLUEWATER SHOPPING CENTRE
73261,MEADOWCROFT ROAD
73263,ST MARY CRAY STATION #
73264,SHEEPCOTE ROAD
73265,BRUNEL UNIVERSITY
73266,THE CHINESE GARAGE
73267,MILLENNIUM VILLAGE SOUTH
73269,KILBURN PARK ROAD
73270,WALLIS CLOSE
73271,STEPNEY GREEN STATION <>
73272,KINGSTON LODGE
73273,GRANGE ROAD
73274,WANDSWORTH MUSEUM
73275,CANNING TOWN BUS STATION
73276,GREEN DRAGON LANE
73277,NORTHWOOD PLACE
73278,GREYHOUND ROAD
73279,CHALK FARM MORRISONS
73280,BALTIC STREET WEST
73282,CAMBRIDGE GARDENS / ST MARK'S ROAD
73283,WALNUTS CENTRE
73284,ISLE OF DOGS POLICE STATION
73285,ORMOND DRIVE
73286,TEMPLE AVENUE
73287,NORTHCOTE ROAD
73289,EDEN PARK AVENUE
73290,VILLAGE WAY EAST
73292,CLEVE ROAD
73293,CATERHAM-ON-THE-HILL / TESCO
73294,BLYTHE ROAD
73296,GRANGE MANSIONS
73297,HEATHROW TERMINAL 5
73298,KINGSWOOD ROAD / VALLEY ROAD
73299,WINCHESTER AVENUE
73300,CARLISLE SCHOOL
73302,DORKING SPORTS CENTRE
73303,BERMONDSEY STREET
73304,HAMMERSMITH BUS STATION
73305,AUSTIN ROAD
73306,WINTERBOURNE ROAD
73307,RUTLAND ROAD
73308,TESCO BRENT CROSS
73310,GUINNESS CLOSE
73312,BELVUE SCHOOL
73313,LITTLEBOURNE FARM
73314,WALTHAMSTOW MARKET
73315,HARVEY ROAD
73316,ESSEX ROAD
73317,PEARTREE CLOSE
73318,KING EDWARDS ROAD
73319,BUCKLES LANE
73320,WILTON CRESCENT
73321,ROGERS COURT
73322,FONTHILL ROAD
73323,BENHILL WOOD ROAD
73324,CLAYTON ROAD
73325,WALTHEOF AVENUE
73326,MERSTHAM / THE GROVE
73327,NORTH GREENWICH STATION <>
73328,HAIMO ROAD
73330,PIMLICO ACADEMY & LIBRARY
73331,BROADWATER ROAD
73332,ST PANCRAS WAY
73333,WILLIAM ELLIS SCHOOL
73334,RAVEY STREET
73335,PRATTS BOTTOM / SEVENOAKS ROAD
73336,CHARDIN ROAD
73337,EAST CROYDON STATION #  >T<
73338,HARTLAND WAY
73339,STATION APPROACH
73340,"WATERLOO STATION, UPPER TAXI ROAD <> #"
73341,THE AVENUE
73342,BLAKE HALL ROAD
73343,OLD FORD ROAD
73344,KINGSGATE PLACE
73345,HOLY CROSS SCHOOL
73346,WELLING WAY / ROCHESTER WAY
73347,NORTHWICK PARK STATION <>
73348,DENEHURST GARDENS
73349,STOKE NEWINGTON HIGH ST / GARNHAM ST
73350,BELVEDERE COURT
73351,LYNDALE
73352,GREEN LANE
73353,SOMERSET ROAD
73354,HERONWOOD HOSPITAL
73355,ARLINGTON DRIVE
73356,PRATTS BOTTOM / SEVENOAKS ROAD
73357,NELSON ROAD
73359,CROMWELL ROAD
73360,WANSTEAD STATION <> / GEORGE GREEN
73361,BALMORAL COURT
73362,BIRD IN HAND LANE
73363,BARKING TOWN CENTRE
73364,CENTRAL AVENUE
73365,ANGEL CORNER / SILVER STREET STATION#
73366,CAVELL HOUSE
73367,ST PETERS CHURCH
73368,TYSOE STREET
73369,CAZENOVE ROAD / GELDESTON ROAD
73371,NEVILL WAY
73372,CHAPMAN STREET
73373,MUSWELL HILL ROAD
73374,MUSGROVE CLOSE
73375,EXETER ROAD
73376,HOMERTON HIGH STREET
73377,BATTERSEA DOGS AND CATS HOME
73378,WEALD COLLEGE
73379,GOODMAYES HOSPITAL
73380,ST ANDREWS ROAD
73381,LEES ROAD
73382,CATFORD POLICE STATION
73383,UXBRIDGE ROAD / HAMPTON SAINSBURY'S
73384,CONSTANCE ROAD
73385,RIDGEMOUNT AVENUE
73386,GREENWAY
73387,FRESTON GARDENS
73388,TOWN TREE ROAD
73389,CHESTER ROAD
73390,MORDEN STATION <>
73391,BINFIELD ROAD / STOCKWELL STATION <>
73392,WILLESDEN COUNTY COURT
73393,GIVONS ROUNDABOUT
73394,ASCOT GARDENS
73395,MANOR WAY
73396,GARRY WAY
73397,ROMFORD STATION #
73398,BOWNESS CRESCENT
73399,WOODSIDE GREEN
73400,WARNER AVENUE
73401,EALING ROAD
73402,FERNSIDE AVENUE
73403,EDMONTON GREEN BUS STATION
73404,HIGH STREET / GREEN LANE
73405,SCARSDALE VILLAS
73406,NEW SOUTHGATE STATION #
73407,WOLSEY CLOSE
73408,HOMEFIELD CLOSE
73409,CLIFFORD AVENUE
73410,PIKES HILL
73411,BLACKHORSE ROAD STATION <> #
73412,FAIRFAX ROAD / LOUDOUN ROAD
73413,WELBECK CLOSE
73414,LEA BRIDGE ROUNDABOUT
73415,NORTHWOOD ROAD
73416,HANWORTH WAR MEMORIAL
73417,WINDSOR TERRACE
73418,WARHAM ROAD
73419,DARTMOUTH PARK ROAD
73420,GUERNSEY GROVE
73421,FIELDING AVENUE
73422,CHARLEVILLE CIRCUS
73423,CROWTHORNE ROAD
73424,DAWLEY ROAD
73425,HEADSTONE DRIVE
73426,MIDDLE LANE
73427,BELL GREEN
73428,BOW CHURCH
73429,BLAKENEY ROAD / HAYNE ROAD
73430,WOOD END LANE
73431,HAMILTON AVENUE
73432,WILLESDEN GREEN STATION <>
73433,BROWNING AVENUE
73434,HILLINGDON STATION <>
73435,PALACE GATES ROAD
73436,RAMSDEN ROAD
73437,WESTHORNE AVENUE / ELTHAM ROAD
73438,LATHAM ROAD
73439,HARROW LODGE PARK
73440,NORMAN HOUSE
73441,PARKFIELD AVENUE
73442,BECMEAD AVENUE
73443,QUEENSWOOD ROAD
73444,GLENBURNIE ROAD
73445,HOLWELL PLACE
73446,INGERSOLL ROAD
73447,CECILE PARK
73448,ROSEBERY CLOSE
73449,LOWER ROAD
73450,SHIRLEY AMBULANCE STATION
73451,HACKBRIDGE CORNER / HACKBRIDGE STATION #
73452,VALIANT CLOSE
73453,CHALLENGE ROAD
73454,UPPER PARK
73455,STONE HOUSE HOSPITAL
73456,WHITTON STATION #
73457,SAINSBURY'S
73460,AMBLECOTE ROAD
73461,EBURY BRIDGE ROAD
73462,REDBRIDGE STATION <>
73463,ST PAUL'S ROAD / HIGHBURY GROVE
73464,R A F NORTHOLT
73465,WAKEFIELD ROAD
73467,NORTH WALK
73468,CROYDON ROAD / THE KESTON MARK
73469,OMMANEY ROAD
73470,LOWELL STREET
73471,CHARGEABLE LANE
73472,GANTS HILL STATION <>
73473,WOOD END LANE
73474,BRUCE GROVE STATION #
73475,SEDGEFIELD CRESCENT
73476,PICCADILLY CIRCUS
73477,TAMWORTH PARK
73478,CROFTERS MEAD
73479,LORDSHIP LANE
73480,MCLEOD ROAD / BOSTALL LANE
73481,FRIMLEY ROAD
73482,ELLERY ROAD
73483,SUFFOLK ROAD
73484,SPRINGBANK ROAD / HITHER GREEN STATION#
73485,KELMSCOTT GARDENS
73486,FINSBURY PARK STATION <> #
73487,ABBS CROSS LANE
73488,TOTTENHAM COURT ROAD STATION <>
73489,SUDBURY TOWN STATION <>
73490,PRIMROSE HILL ROAD
73491,LENHAM ROAD
73493,TWYFORD AVENUE
73494,QUEENS MARKET
73495,CHELSEA VILLAGE
73496,HADDEN ROAD
73497,MERRYMEET
73498,SUMMERHILL ROAD
73499,KIMBERLEY ROAD
73500,KING'S CROSS ROAD / PENTONVILLE ROAD
73501,SELBY ROAD
73502,ST JOHN BOSCO COLLEGE
73503,GLENHURST AVENUE / LISSENDEN GARDENS
73504,KINGS AVENUE
73505,WEST ROW
73506,GANTS HILL STATION <>
73507,PURLEY HIGH STREET / PURLEY STATION #
73508,SOUTH ROAD / FULWELL
73509,ST GILES SCHOOL
73510,HAZEL ROAD
73511,LADBROKE ROAD
73512,MOSSENDEW CLOSE
73513,CHESTER GATE
73514,HALDAN ROAD
73515,GEORGE LANE / HERMON HILL
73516,CARSHALTON STATION #
73517,ALLEN ROAD
73518,SOUTHCROFT ROAD / MITCHAM LANE
73519,FAIRFIELD BUS STATION
73520,SHEPHERDS BUSH ROAD
73522,MARKET PLACE
73523,LOWER BOSTON ROAD
73524,ELTHAM HIGH STREET / ELM TERRACE
73525,SPITALFIELDS MARKET
73526,ST THOMAS ROAD
73527,PICKFORD LANE / LONG LANE
73528,LEAVES GREEN / THE KINGS ARMS
73529,MURTWELL DRIVE
73530,PEEL WAY
73531,KINGSTON LANE PENTECOSTAL CHURCH
73532,FIRST AVENUE
73533,KENERNE DRIVE
73534,WEST PARK ROAD
73535,GREEN LANE / RALEIGH ROAD
73538,PONSFORD STREET
73539,MAGNOLIA COURT
73540,WEST HAMPSTEAD STATION <> #
73541,HESSLE GROVE
73542,VALENTINES WAY
73543,STAPLEFORD CLOSE
73544,WARNER ROAD
73545,ELGIN AVENUE
73546,GARNET STREET
73547,ST JOHN'S SCHOOL
73548,HERONSGATE PRIMARY SCHOOL
73549,LECKWITH AVENUE
73550,STAMFORD BROOK STATION <>
73551,HOLLOWAY NAGS HEAD
73552,CLIFTON GARDENS
73553,STAPLEFORD ABBOTTS PRIMARY SCHOOL
73554,LOUGHBOROUGH PARK / ELVEDEN HOUSE
73555,MALVERN ROAD
73556,GLENKERRY HOUSE
73557,CROWN ROAD
73558,DOWNE COURT RIDING CENTRE
73559,RAINHAM ROAD
73560,BOWYER PLACE
73561,STREATHAM ST LEONARD'S CHURCH
73562,HACKNEY WICK STATION #
73563,PEAK HILL
73564,GROSVENOR ROAD
73565,ROMFORD ROAD
73566,NUNHEAD STATION #
73567,OLIVER ROAD
73568,ABBOTT ROAD
73569,JOHN PRINCE'S STREET / OXFORD CIRCUS
73570,HAMPTON COURT GREEN / CARDINAL WOLSEY
73571,MANOR FARM ROAD
73572,RUSHLEY CLOSE
73573,OAKS ROAD
73574,MOSSFORD LANE
73575,SOMERTON ROAD
73576,KNIGHTSBRIDGE STATION <>
73577,POUND STREET
73578,ROMFORD STADIUM
73579,NONSUCH PARK
73580,CAMDEN STREET
73581,OTTERFIELD ROAD
73582,HALEFIELD ROAD
73583,TWYFORD AVENUE
73584,STONE LAKE RETAIL PARK
73585,POCOCK STREET
73586,MEADWAY / CHALDON WAY
73587,LEA VALLEY HIGH SCHOOL
73588,MEADWAY
73589,KINGSLEY AVENUE
73591,MANDEVILLE STREET
73592,CHIPPENHAM ROAD / SHIRLAND ROAD
73593,ROSSLYN AVENUE
73594,MARLBOROUGH ROAD
73595,MAIN ROAD / SALTBOX HILL
73596,CRYSTAL PALACE ROAD
73597,AINTREE CRESCENT
73598,STRAIT ROAD
73599,NORTHWOOD HILLS CIRCUS
73600,NORTHWOOD HILLS CIRCUS
73601,ST STEPHENS GARDENS
73602,SOMERVELL ROAD
73603,BATCHWORTH HEATH
73604,WEIR HALL GARDENS
73605,WHITEHALL SCHOOLS
73606,SPROWSTON ROAD
73608,ADELAIDE GROVE
73609,EALING TOWN HALL
73610,THE OAKS
73611,TYSEA HILL
73612,CROYDON ROAD / WALLINGTON GREEN
73613,OLD FORD ROAD
73614,PEMBROKE PLACE
73616,CAMBERWELL GREEN
73617,BETHEL ROAD
73618,HARROW ROAD
73619,HOWBERRY ROAD
73620,WINGATE ROAD
73621,THE CLOSE
73622,MARSH WAY
73623,EAST FERRY ROAD
73624,TYRWHITT ROAD
73625,THE ROOKERY
73626,MUSCHAMP ROAD
73627,ROYAL ALBERT HALL
73628,BATTERSEA PARK STATION #
73629,PARKWAY
73630,POTTERS BAR LION
73631,ALL HALLOWS ROAD
73632,TRAFALGAR ESTATE
73633,WELLCLOSE STREET
73634,PADDENSWICK ROAD
73635,RANGEFIELD ROAD / VALESWOOD ROAD
73636,ILEX ROAD
73637,BRENTFORD COUNTY COURT
73638,PARK CROFT
73640,PARKGATE ROAD
73641,WAVERLEY AVENUE
73642,HARROW GREEN
73643,BENDISH ROAD
73644,SEWELL STREET
